ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
mmu05150	Staphylococcus aureus infection - Mus musculus (house mouse)	119	0.953203543907547	1.42291071007368	0.000127000254000508	0.0447040894081788	0.0429127174043822	1049	tags=19%, list=3%, signal=19%	Cfb/Fcgr1/C3/Ptafr/Fcgr3/Fcgr2b/Fcgr4/C3ar1/C1qb/H2-Aa/H2-Eb1/C5ar1/C1qa/C1ra/C1s1/Itgam/H2-Ab1/C1qc/H2-DMa/Fpr2/H2-DMb1/Cfh/Krt12
